id,name,type,type_code,address,location,tel,business_area,poi_type
B0KRKL78UF,飞花雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口南240米,"116.239458,39.905175",[],[],风景名胜
B0KUBLY4ZI,和平老人雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行420米),"116.249191,39.905448",[],[],风景名胜
B0KUKC61H6,信息时代雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行420米),"116.248987,39.906160",[],[],风景名胜
B0KUBRXPSV,激情雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249424,39.904667",[],[],风景名胜
B0KUBRXAAO,洞雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249157,39.904731",[],[],风景名胜
B0KUBRTIP0,透明思考雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行490米),"116.249133,39.905256",[],[],风景名胜
B0KUBRT397,天使之泉雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249591,39.904666",[],[],风景名胜
B0KUBRSVRR,时代方舟雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行320米),"116.248978,39.906513",[],[],风景名胜
B0KUBRQIVU,人与神话雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行490米),"116.247500,39.906177",[],[],风景名胜
B0KUBRNCCK,网景-滴雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行410米),"116.247752,39.906868",[],[],风景名胜
B0KUBRN4L4,友谊雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.250249,39.904491",[],[],风景名胜
B0KUB7YCEU,交响曲雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(东南角),"116.249684,39.904677",[],[],风景名胜
B0KUB7U5U9,风马雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园东区(玉泉路地铁站D1西南口步行420米),"116.247645,39.906740",[],[],风景名胜
B0KRVMKDAP,头雕塑,风景名胜;风景名胜相关;旅游景点,110000,八宝山北京国际雕塑公园内(东侧),"116.249373,39.906027",[],[],风景名胜
B0KRKLAT40,走向世界雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路与上庄东街交叉口西南100米,"116.238936,39.906563",[],[],风景名胜
B0KRKL5JJT,格礼高里古德文平克斯雕塑,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与鲁谷东街交叉口东北200米,"116.236884,39.905589",[],[],风景名胜
B0KRJ9DY2O,岁月痕迹雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园内(东侧),"116.247675,39.906883",[],[],风景名胜
B0HK3DKXWA,蝶厅广场,风景名胜;公园广场;城市广场,110105,石景山路2号北京国际雕塑公园(东侧),"116.249281,39.906035",010-68650422,[],风景名胜
B0HK35MX56,姐妹雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园(东侧),"116.247961,39.906080",010-68650422,[],风景名胜
B0HK01KGSS,狒狒雕塑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园(东侧),"116.247591,39.906191",010-68650422,[],风景名胜
B0G1SA9WXO,鲁谷路文化墙,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路与石槽中街交叉口西北200米,"116.247654,39.905311",[],[],风景名胜
B0FFIPD2BX,崖柏馆,风景名胜;风景名胜相关;旅游景点,110000,上庄大街与石景山路交叉口北260米,"116.236117,39.909721",[],[],风景名胜
B0FFIB4L1G,北京国际雕塑公园-牛,风景名胜;风景名胜相关;旅游景点,110000,八宝山北京国际雕塑公园(鲁谷路),"116.247796,39.905458",010-68650422,[],风景名胜
B0FFF5IWQY,北京国际雕塑公园-春曲,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站东南),"116.239548,39.905166",010-68650422,[],风景名胜
B0FFF5GNX6,路德维希·凡·贝多芬,风景名胜;风景名胜相关;旅游景点,110000,八宝山北京国际雕塑公园(西侧),"116.239432,39.906039",010-68650422,[],风景名胜
B0FFF5G4V9,北京国际雕塑公园-寓言故事,风景名胜;风景名胜相关;旅游景点,110000,石景山路寓言故事(鲁谷74号院附近),"116.247915,39.905417",010-68650422,[],风景名胜
B0FFF5FN2R,北京国际雕塑公园-古都雄风,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路北京国际雕塑公园(东侧),"116.247650,39.905310",010-68650422,[],风景名胜
B0FFF5EAME,北京国际雕塑公园-理智,风景名胜;风景名胜相关;旅游景点,110000,鲁谷东街与石景山路交叉口东南140米,"116.236840,39.906500",010-68650422,[],风景名胜
B0FFF5BBM6,威廉·汤马斯·莫顿,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷东街北京国际雕塑公园(西侧),"116.239078,39.904903",010-68650422,[],风景名胜
B0FFF59PSW,北京国际雕塑公园-盘的开启,风景名胜;风景名胜相关;旅游景点,110000,鲁谷路北京国际雕塑公园盘的开启,"116.240511,39.905275",010-68650422,[],风景名胜
B0FFF58OEV,合而为一,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园内(东侧),"116.247428,39.906014",010-68650422,[],风景名胜
B0FFF58C9V,北京国际雕塑公园-后弈射日,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(北京台湾街东),"116.240428,39.905978",010-68650422,[],风景名胜
B0FFF56W4N,沉思雕塑,风景名胜;风景名胜相关;旅游景点,110000,北京国际雕塑公园西区(八宝山地铁站东),"116.241699,39.906114",010-68650422,[],风景名胜
B0FFF564O5,北京国际雕塑公园-太阳碑,风景名胜;风景名胜相关;旅游景点,110000,石景山路2号北京国际雕塑公园内(东侧),"116.247572,39.905554",010-68650422,[],风景名胜
B0FFF561A5,北京国际雕塑公园-龙鸟,风景名胜;风景名胜相关;旅游景点,110000,八宝山鲁谷路北京国际雕塑公园龙鸟,"116.239636,39.905060",010-68650422,[],风景名胜
